"city","squareMeters","rooms","floor","buildYear","centreDistance","schoolDistance","hasParkingSpace","hasBalcony","hasElevator","priceInZloty","priceInEuro"
"krakow",48.5,2,3,2003,4.69,0.974,"no","yes","no",3300,759
"krakow",28,1,6,2019,1.97,0.24,"no","yes","yes",2500,575
"krakow",42,2,4,2020,2.23,0.267,"yes","yes","yes",2950,678.5
"krakow",32,2,3,1970,3.71,0.187,"no","no","yes",2100,483
"krakow",50,2,3,2008,5.02,0.267,"yes","no","no",2300,529
"krakow",41.6,2,4,2008,4.43,0.728,"no","yes","yes",2350,540.5
"krakow",29,1,2,2019,4.9,0.581,"no","yes","yes",2200,506
"krakow",35.3,2,1,1965,2.4,0.281,"no","yes","no",2150,494.5
"krakow",63,3,3,2010,3.65,0.398,"yes","yes","yes",3500,805
"krakow",40,2,2,2006,5.25,0.542,"no","yes","no",2450,563.5
"krakow",25,1,7,2008,7.56,0.338,"no","yes","yes",1850,425.5
"krakow",57,2,1,1980,2.14,0.492,"yes","yes","no",3400,782
"krakow",43,2,1,2016,1.58,0.193,"yes","no","no",3500,805
"krakow",46,2,1,2023,4.02,0.072,"yes","yes","yes",2900,667
"krakow",35,1,5,2001,5.1,0.131,"yes","yes","yes",1900,437
"krakow",96,3,1,1937,2.09,0.371,"no","yes","no",5300,1219
"krakow",44.54,2,1,2017,6.05,0.337,"yes","yes","yes",2400,552
"krakow",58,3,1,2021,2.73,0.935,"yes","no","yes",3300,759
"krakow",70.03,3,1,2023,4.59,0.762,"yes","yes","yes",5200,1196
"krakow",34,1,1,1912,0.56,0.285,"no","no","no",3000,690
"krakow",32,1,5,2020,2.04,0.302,"no","no","yes",2600,598
"krakow",53.03,2,3,2023,3.84,0.506,"no","yes","yes",3200,736
"krakow",56,3,2,2017,4.93,0.245,"yes","yes","yes",3550,816.5
"krakow",105,3,7,2013,5.83,0.292,"yes","yes","yes",5000,1150
"krakow",46.5,2,2,2023,3.79,0.812,"yes","yes","yes",3500,805
"krakow",104,3,9,2010,4.9,0.581,"yes","no","yes",5000,1150
"krakow",37,2,4,1980,2.84,0.199,"no","yes","no",2300,529
"krakow",52,2,1,2016,4.73,0.106,"no","no","yes",2500,575
"krakow",45,2,4,2024,3.09,0.881,"yes","yes","no",2999,689.77
"krakow",48,2,2,2022,1.88,0.296,"no","no","yes",3400,782
"krakow",60,3,3,2008,1.37,0.144,"yes","yes","yes",5500,1265
"krakow",37,2,4,2023,2.68,0.186,"yes","no","yes",3000,690
"krakow",25,1,1,2022,2.48,0.696,"no","no","no",2800,644
"krakow",53,2,1,2023,4.14,0.202,"yes","no","yes",3900,897
"krakow",29,1,1,2018,6.12,0.811,"no","yes","yes",2100,483
"krakow",45,2,6,2005,6.08,0.371,"no","no","yes",2850,655.5
"krakow",49,2,2,2000,5.79,1.121,"no","no","no",2050,471.5
"krakow",39,2,1,2016,2.17,0.299,"yes","yes","yes",2699,620.77
"krakow",104,3,7,2010,5.76,0.361,"yes","yes","yes",5000,1150
"krakow",51,2,1,2019,1.5,0.242,"yes","yes","yes",3300,759
"krakow",94,3,4,2008,0.62,0.187,"yes","yes","no",5000,1150
"krakow",75.9,3,2,2007,1.11,0.13,"yes","no","yes",6700,1541
"krakow",29,1,5,2020,6.05,0.337,"no","yes","yes",2850,655.5
"krakow",31,2,4,1970,0.93,0.093,"yes","no","no",2800,644
"krakow",30,1,3,2018,2.82,0.86,"no","no","no",2400,552
"krakow",32,2,3,2022,2.58,0.807,"no","yes","yes",3100,713
"krakow",30,2,2,2000,2.54,0.51,"no","no","yes",2600,598
"krakow",44,2,1,2022,4.45,0.202,"no","yes","no",2700,621
"krakow",35,2,2,2001,5.79,1.121,"no","no","no",2000,460
"krakow",65,2,4,2008,1.36,0.187,"yes","no","yes",6000,1380
"krakow",42,2,3,2023,4.14,0.202,"yes","yes","yes",3500,805
"krakow",110,5,1,2023,8.05,0.841,"yes","yes","no",6500,1495
"krakow",50,2,4,2013,6.05,0.337,"no","yes","yes",3000,690
"krakow",40,2,13,2024,3.07,0.651,"yes","yes","yes",3300,759
"krakow",50.89,3,1,2010,2.91,0.493,"yes","yes","yes",3000,690
"krakow",48,2,2,2020,2.1,0.591,"yes","no","yes",3000,690
"krakow",40,2,2,2009,7.46,0.277,"no","yes","yes",2500,575
"krakow",45,2,1,2023,4.93,0.413,"yes","yes","yes",3500,805
"krakow",54.05,3,3,2012,5.1,1.021,"yes","yes","yes",3000,690
"krakow",39,2,2,1960,0.51,0.077,"no","yes","no",3500,805
"krakow",45,2,5,2015,3.55,0.47,"yes","yes","yes",3200,736
"krakow",60,2,1,1930,1.83,0.159,"no","yes","no",3200,736
"krakow",45,2,3,2021,8.78,0.912,"yes","yes","yes",2500,575
"krakow",56,3,3,2018,1.81,0.511,"yes","yes","yes",5100,1173
"krakow",36,2,1,2023,1.76,0.222,"yes","no","yes",3000,690
"krakow",48,2,4,2015,3.43,0.571,"no","yes","yes",2500,575
"krakow",52,2,3,2005,4.53,0.947,"no","yes","no",2600,598
"krakow",45,2,2,1987,1.38,0.248,"no","no","no",2990,687.7
"krakow",30,2,7,2020,5.52,0.636,"no","yes","yes",2100,483
"krakow",46.89,2,2,2024,0.76,0.023,"no","yes","yes",5100,1173
"krakow",50,2,3,2005,5.79,1.121,"no","yes","yes",3400,782
"krakow",41,2,1,2024,6.14,0.521,"no","yes","yes",2900,667
"krakow",82,4,3,1930,1.38,0.051,"no","no","yes",4000,920
"krakow",70,4,1,2016,5.79,1.121,"yes","yes","yes",3800,874
"krakow",63.64,2,2,1940,2.5,0.22,"yes","yes","no",2800,644
"krakow",61,3,1,2014,4.02,0.324,"yes","yes","yes",3790,871.7
"krakow",48,3,3,2019,5.89,1.282,"no","yes","yes",3200,736
"krakow",28,1,5,2018,1.83,0.106,"no","no","yes",2300,529
"krakow",66.89,3,2,1956,7.68,0.119,"no","no","no",3900,897
"krakow",50.82,2,2,2018,1.28,0.066,"no","no","yes",3000,690
"krakow",33,1,5,2019,2.13,0.477,"no","yes","yes",2600,598
"krakow",48.8,2,9,1970,3.18,0.201,"yes","yes","yes",2300,529
"krakow",76,3,3,2010,8.43,0.184,"yes","yes","yes",4000,920
"krakow",36,2,1,2020,1.96,0.056,"no","yes","yes",3200,736
"krakow",55,2,5,2010,1.62,0.187,"no","no","yes",3500,805
"krakow",64,3,1,2010,1.64,0.171,"yes","yes","yes",4300,989
"krakow",41.06,2,3,2017,4.89,0.365,"no","yes","yes",3000,690
"krakow",65.8,2,1,1890,1.61,0.376,"no","no","no",4500,1035
"krakow",28,1,5,2014,3.28,0.697,"yes","no","yes",2186,502.78
"krakow",40,2,3,2017,6.04,0.532,"yes","yes","yes",2499,574.77
"krakow",45,2,1,2019,2.14,0.444,"yes","yes","yes",3500,805
"krakow",27.62,2,7,2022,4.21,0.347,"yes","yes","yes",2400,552
"krakow",72.69,3,4,2015,2.14,0.444,"yes","yes","yes",5200,1196
"krakow",40,2,1,2000,4.67,0.996,"yes","yes","no",2200,506
"krakow",60,3,4,2013,2.35,0.498,"no","yes","yes",3600,828
"krakow",51.26,2,1,2022,4.9,0.581,"yes","yes","yes",3300,759
"krakow",60,3,1,1902,1.04,0.372,"yes","no","yes",4900,1127
"krakow",39.2,2,1,2017,4.57,0.532,"no","yes","yes",2700,621
"krakow",64,3,1,2010,1.74,0.151,"no","yes","yes",4300,989
"krakow",30,1,1,2020,2.67,0.428,"yes","yes","yes",2500,575
"krakow",30,2,3,2021,2.5,0.711,"yes","yes","yes",3200,736
"krakow",49,3,2,2018,0.62,0.167,"no","no","yes",3400,782
"krakow",56,3,2,2007,3.51,0.473,"yes","yes","yes",3500,805
"krakow",34.54,1,3,2008,5.32,0.517,"yes","yes","no",1900,437
"krakow",57,3,1,2023,3.9,0.53,"yes","yes","yes",3600,828
"krakow",47,2,1,2016,2.44,0.393,"no","yes","yes",2800,644
"krakow",82,4,1,1960,2.46,0.295,"no","no","yes",6500,1495
"krakow",35,2,1,2022,4.9,0.581,"yes","yes","yes",2500,575
"krakow",30,2,3,2017,3.52,0.234,"no","yes","yes",2300,529
"krakow",29,1,1,2018,2.14,0.444,"yes","yes","yes",2700,621
"krakow",67,3,6,2010,5.49,0.78,"yes","yes","yes",3500,805
"krakow",35,1,2,2013,2.18,0.16,"no","no","no",2500,575
"krakow",45,2,4,2023,3.99,0.047,"yes","no","yes",3200,736
"krakow",50,2,1,2020,3.6,0.795,"yes","no","yes",4300,989
"krakow",65.58,3,3,2015,2.14,0.444,"yes","yes","yes",6200,1426
"krakow",34.5,2,1,1956,8.11,0.245,"yes","no","no",1800,414
"krakow",119.95,4,2,2008,2.72,0.162,"yes","yes","no",5500,1265
"krakow",85,3,3,2018,3.35,0.513,"yes","yes","yes",8000,1840
"krakow",59,3,6,2017,2.77,0.594,"yes","yes","yes",4200,966
"krakow",48,2,2,2020,0.92,0.181,"yes","yes","yes",3700,851
"krakow",40,2,9,2019,4,0.868,"yes","no","yes",2400,552
"krakow",30,2,3,2022,2.6,0.819,"yes","yes","yes",3200,736
"krakow",55,2,10,2013,4.34,0.391,"yes","yes","yes",2800,644
"krakow",36,2,1,2018,3.18,0.361,"yes","yes","yes",2650,609.5
"krakow",42,2,1,2023,5.27,0.086,"yes","yes","yes",2800,644
"krakow",47,2,2,2019,3.02,0.19,"yes","yes","yes",3500,805
"krakow",43,2,2,1900,1.77,0.21,"no","no","yes",2600,598
"krakow",50,2,2,2000,3.7,0.11,"no","yes","no",3000,690
"krakow",36.5,2,2,2003,5.13,0.718,"yes","yes","no",2450,563.5
"krakow",38.96,2,6,2021,7.25,0.97,"yes","yes","yes",2400,552
"krakow",40,2,3,2012,4.31,0.487,"no","yes","yes",3200,736
"krakow",34,1,7,2022,1.8,0.439,"no","no","yes",2900,667
"krakow",72.65,4,3,2023,2.41,0.093,"no","yes","yes",5600,1288
"krakow",39.9,2,4,2017,3.59,0.743,"yes","yes","yes",2600,598
"krakow",42,2,1,2021,4.61,0.389,"yes","yes","yes",2699,620.77
"krakow",31,1,3,2020,0.62,0.309,"no","yes","yes",2700,621
"krakow",60,2,4,2017,1.46,0.286,"no","yes","yes",6500,1495
"krakow",60,2,3,2009,0.83,0.334,"no","yes","yes",3950,908.5
"krakow",57,2,1,1985,4.41,0.391,"no","yes","no",2800,644
"krakow",62,2,5,2010,1.64,0.165,"yes","yes","yes",3500,805
"krakow",54,3,3,1889,1.17,0.185,"no","no","no",3500,805
"krakow",47,2,1,1995,6.15,0.723,"yes","yes","no",2600,598
"krakow",34,2,3,2016,2.75,0.514,"no","yes","yes",2300,529
"krakow",75.5,3,3,1893,0.26,0.151,"no","yes","no",5900,1357
"krakow",92.29,3,4,2009,0.62,0.187,"yes","yes","yes",5100,1173
"krakow",80,3,3,2015,1.51,0.13,"no","no","yes",6000,1380
"krakow",70,2,3,1940,1.99,0.299,"no","yes","no",4000,920
"krakow",86,3,3,1900,0.65,0.145,"no","yes","no",6900,1587
"krakow",40,2,5,2019,3.22,0.677,"yes","yes","yes",2700,621
"krakow",73,3,5,2013,1.27,0.188,"yes","yes","yes",6000,1380
"krakow",34,2,1,2023,2.5,0.71,"yes","yes","yes",2700,621
"krakow",43,2,4,2022,3.84,0.468,"yes","yes","yes",2900,667
"krakow",34.44,1,7,1980,4.73,0.156,"no","no","yes",2000,460
"krakow",33,1,3,2009,1.24,0.343,"no","no","yes",2500,575
"krakow",48,3,1,2017,4.97,0.206,"yes","yes","yes",3200,736
"krakow",45,2,5,2017,3.58,0.26,"yes","yes","yes",3300,759
"krakow",52.5,3,3,2015,5.66,0.286,"yes","yes","yes",2700,621
"krakow",50,2,5,2006,4.35,0.177,"no","yes","yes",2800,644
"krakow",41,2,7,2022,4.61,0.389,"yes","yes","yes",2899,666.77
"krakow",28,1,2,2021,3.07,0.347,"yes","yes","yes",2200,506
"krakow",46,2,1,2023,4.28,0.347,"yes","no","yes",3200,736
"krakow",51.42,2,3,1906,0.91,0.138,"yes","no","yes",3700,851
"krakow",54,2,2,2009,0.62,0.187,"yes","no","yes",3000,690
"krakow",75,3,3,2024,3.27,0.579,"yes","yes","yes",5100,1173
"krakow",93,4,2,2003,0.95,0.237,"yes","yes","yes",8500,1955
"krakow",39,2,1,1975,6.92,0.137,"no","no","no",1990,457.7
"krakow",78,3,4,2009,2.56,0.36,"no","yes","yes",3500,805
"krakow",37,2,2,2020,2.47,0.686,"no","yes","yes",3000,690
"krakow",36,2,1,2022,2.5,0.711,"no","yes","yes",2790,641.7
"krakow",60.57,3,3,2018,1.83,0.145,"no","yes","yes",3500,805
"krakow",33,1,1,2002,1.67,0.187,"no","no","no",2200,506
"krakow",33.5,2,4,2016,2.06,0.211,"yes","no","no",2500,575
"krakow",55,3,2,1980,2.56,0.213,"yes","no","no",3000,690
"krakow",49,2,7,2023,1.73,0.368,"yes","yes","yes",4300,989
"krakow",40,2,5,2021,3.01,0.391,"no","yes","yes",3200,736
"krakow",100,4,2,2015,2.14,0.444,"yes","yes","yes",8300,1909
"krakow",42,2,5,2018,4.1,0.269,"no","yes","yes",2999,689.77
"krakow",63,2,2,2015,0.85,0.124,"no","yes","yes",4000,920
"krakow",80,3,1,1930,0.53,0.217,"no","yes","yes",4100,943
"krakow",40,2,8,2016,2.82,0.313,"no","yes","yes",2700,621
"krakow",42,2,7,2008,5.79,1.121,"no","no","yes",2300,529
"krakow",45,2,10,2005,3.97,0.161,"yes","yes","yes",3200,736
"krakow",90,3,3,1930,2.09,0.371,"no","no","no",5000,1150
"krakow",56,3,7,2018,6.34,0.218,"no","yes","no",2700,621
"krakow",49,3,8,2021,2.59,0.509,"yes","yes","no",2900,667
"krakow",43,2,1,2023,5.67,0.825,"no","yes","yes",2800,644
"krakow",110,5,1,2008,1.29,0.292,"yes","yes","yes",9500,2185
"krakow",29,2,1,2021,3.7,0.086,"no","no","yes",2299,528.77
"krakow",31,2,4,2019,2.14,0.444,"no","yes","yes",2500,575
"krakow",70,2,4,1938,0.68,0.302,"no","no","no",4000,920
"krakow",32,1,4,2019,6.79,0.239,"no","yes","yes",2100,483
"krakow",54,3,3,2020,4.9,0.581,"yes","yes","yes",3200,736
"krakow",40,2,1,2019,1.3,0.07,"yes","no","yes",3500,805
"krakow",50,2,4,2010,4.12,0.288,"no","yes","yes",3200,736
"krakow",38,2,4,2020,2.15,0.19,"yes","yes","yes",3800,874
"krakow",38,2,3,2014,4.94,0.716,"yes","yes","no",2000,460
"krakow",53,2,5,2017,3.79,0.782,"yes","yes","yes",2990,687.7
"krakow",56.5,2,1,2006,3.52,0.234,"yes","yes","no",2400,552
"krakow",51.3,2,4,2010,1.11,0.13,"yes","yes","yes",3200,736
"krakow",36,2,1,2000,2.19,0.724,"no","yes","no",2150,494.5
"krakow",84,3,4,2018,1.42,0.228,"yes","yes","yes",7500,1725
"krakow",70,3,5,2015,2.14,0.444,"yes","yes","yes",6300,1449
"krakow",45,3,5,2022,3.76,0.262,"yes","yes","yes",3000,690
"krakow",36.4,2,3,2009,3.57,0.241,"no","yes","yes",2500,575
"krakow",30,1,1,2019,2.14,0.444,"yes","yes","yes",2650,609.5
"krakow",50,2,5,2006,4.35,0.177,"no","yes","yes",2990,687.7
"krakow",60,3,3,2008,6.05,0.337,"no","no","no",3090,710.7
"krakow",46.5,2,1,2021,3.6,0.795,"yes","yes","yes",4300,989
"krakow",33,1,4,2023,1.24,0.064,"no","no","no",3100,713
"krakow",30,1,3,1900,0.49,0.081,"no","no","no",2600,598
"krakow",36,2,1,2022,2.09,0.371,"yes","yes","yes",3150,724.5
"krakow",45,2,4,2000,4.73,0.424,"no","yes","yes",2700,621
"krakow",54,2,6,2016,5.79,1.121,"no","yes","yes",2500,575
"krakow",29.75,1,2,2020,2.09,0.512,"no","yes","yes",3300,759
"krakow",38,2,4,2020,2.15,0.19,"no","yes","yes",3700,851
"krakow",51,2,3,2019,2.14,0.444,"no","yes","yes",3800,874
"krakow",48,2,2,2014,2.14,0.444,"no","no","yes",3400,782
"krakow",67,2,2,1938,1.67,0.165,"no","yes","no",3500,805
"krakow",43,2,4,2018,5.42,0.35,"yes","yes","yes",3000,690
"krakow",40,2,1,1960,2.22,0.159,"no","yes","yes",2900,667
"krakow",30,1,3,2019,2.81,0.198,"no","yes","no",3000,690
"krakow",35,1,2,2000,3.18,0.718,"no","no","no",2450,563.5
"krakow",79.08,3,1,2023,0.9,0.209,"yes","no","yes",6920,1591.6
"krakow",51,2,3,1900,1.41,0.039,"no","no","no",3300,759
"krakow",61.25,3,1,2024,3.07,0.651,"yes","yes","yes",4500,1035
"krakow",56.9,2,2,2023,0.9,0.209,"yes","no","yes",5460,1255.8
"krakow",50.93,2,3,2023,0.9,0.209,"yes","no","yes",5110,1175.3
"krakow",48.59,2,1,2023,0.9,0.209,"yes","no","yes",4690,1078.7
"krakow",50.92,2,3,2023,0.9,0.209,"no","no","yes",4300,989
"krakow",48,2,3,2023,3.9,0.53,"yes","yes","yes",3000,690
"krakow",35.37,2,4,2023,0.9,0.209,"yes","no","yes",3630,834.9
"krakow",57,2,4,2014,1.3,0.134,"yes","yes","yes",3500,805
"krakow",43,2,1,2022,3.69,0.652,"yes","yes","yes",3200,736
"krakow",45.35,2,6,2017,5.5,0.643,"yes","no","yes",4500,1035
"krakow",70,3,5,2015,2.14,0.444,"yes","yes","yes",6300,1449
"krakow",40.5,2,1,2022,5.38,0.416,"no","yes","yes",2700,621
"krakow",44.29,2,1,1972,5.29,0.308,"no","no","no",2100,483
"krakow",47,2,3,2017,3.28,0.802,"yes","yes","yes",3250,747.5
"krakow",60,2,4,2005,1.52,0.143,"no","no","yes",2700,621
"krakow",57,3,1,2015,3.72,0.457,"no","yes","yes",3600,828
"krakow",127.5,5,1,2016,5.25,0.726,"yes","yes","no",7500,1725
"krakow",46,2,2,2015,5.11,0.732,"yes","yes","no",2800,644
"krakow",31,1,2,2009,0.77,0.174,"no","no","yes",2400,552
"krakow",73,4,2,2000,3.82,0.467,"no","yes","no",3500,805
"krakow",73.46,3,1,1937,2.32,0.127,"yes","yes","no",4500,1035
"krakow",73,3,1,2009,4.5,0.509,"no","yes","yes",4300,989
"krakow",43.4,2,2,2014,0.46,0.211,"yes","yes","yes",4500,1035
"krakow",29.75,1,2,2020,2.86,0.436,"no","yes","yes",3300,759
"krakow",45,2,10,2019,5.35,0.16,"yes","yes","yes",2800,644
"krakow",46,2,2,2007,5.51,1.865,"no","yes","no",2850,655.5
"krakow",41,2,3,2022,2.67,0.177,"no","yes","yes",3500,805
"krakow",41,2,1,2023,2.46,0.389,"no","yes","yes",3000,690
"krakow",73,3,1,2011,5.95,0.189,"no","yes","yes",4300,989
"krakow",67,2,4,2013,1.09,0.188,"yes","yes","yes",5000,1150
"krakow",30,1,4,2021,6.29,0.198,"no","yes","no",2200,506
"krakow",50,3,1,2020,6.05,0.337,"yes","yes","yes",3000,690
"krakow",49.12,2,1,1856,0.6,0.203,"no","no","no",3600,828
"krakow",75,4,3,1856,0.61,0.205,"no","yes","no",4300,989
"krakow",60,2,1,1960,1.81,0.133,"no","no","no",3200,736
"krakow",75,3,3,1893,0.28,0.133,"no","yes","no",5900,1357
"krakow",46,2,1,2022,7.55,0.607,"no","yes","yes",2800,644
"krakow",32,1,4,2023,0.98,0.275,"no","yes","yes",3000,690
"krakow",85,4,3,2010,3.24,0.539,"yes","yes","no",4700,1081
"krakow",60,3,5,2014,1.27,0.188,"yes","no","yes",4390,1009.7
"krakow",30,1,3,2015,4.9,0.581,"yes","yes","yes",2300,529
"krakow",36.46,2,5,2018,6.3,0.312,"no","no","yes",2000,460
"krakow",66,3,4,2023,1.14,0.217,"no","yes","yes",4000,920
"krakow",50,2,3,2022,3.52,0.512,"no","yes","yes",3000,690
"krakow",44.22,2,2,1950,7.36,0.278,"no","yes","yes",2500,575
"krakow",36,2,5,2018,4.77,0.577,"no","yes","yes",2700,621
"krakow",40,2,1,1978,3.25,0.292,"no","no","yes",2000,460
"krakow",33,2,4,2018,2.14,0.444,"yes","no","yes",3000,690
"krakow",41,2,1,2020,2.58,0.511,"no","no","yes",3300,759
"krakow",48,3,3,1977,1.68,0.384,"yes","yes","no",3350,770.5
"krakow",54,3,4,2021,2.58,0.511,"yes","yes","yes",4500,1035
"krakow",84,3,4,2018,1.47,0.193,"yes","yes","yes",7500,1725
"krakow",60,2,3,1960,3.03,0.671,"no","yes","no",2800,644
"krakow",50,2,1,2022,3.6,0.795,"yes","yes","yes",4290,986.7
"krakow",62,3,1,2020,4.07,0.598,"yes","yes","yes",3200,736
"krakow",25,1,1,2010,6.6,1.073,"yes","yes","no",2500,575
"krakow",130,6,2,1930,2.41,0.26,"no","no","no",5500,1265
"krakow",38,2,1,1980,3.89,0.283,"yes","no","yes",2400,552
"krakow",25,1,2,1930,2.26,0.191,"yes","no","yes",2000,460
"krakow",36,2,10,1970,3.18,0.412,"no","yes","yes",2200,506
"krakow",36,2,1,2022,2.5,0.711,"no","yes","yes",2700,621
"krakow",43,2,10,1974,6.95,0.234,"no","yes","no",3000,690
"krakow",45,2,7,2015,5.04,0.96,"no","yes","yes",2800,644
"krakow",60,2,2,2002,3.38,0.039,"no","yes","yes",2699,620.77
"krakow",49.18,3,4,2018,3.06,0.37,"yes","yes","yes",3600,828
"krakow",68,3,6,1980,3.51,0.247,"yes","yes","yes",3850,885.5
"krakow",33,1,4,2021,8.55,1.34,"yes","yes","yes",2200,506
"krakow",42.07,2,4,2014,4.75,1.103,"yes","yes","yes",2700,621
"krakow",39,2,3,1960,2.85,0.295,"no","yes","no",2000,460
"krakow",33,2,2,1970,3.16,0.123,"yes","no","no",1999,459.77
"krakow",58.5,3,3,2015,1.9,0.524,"yes","yes","yes",3200,736
"krakow",37.25,2,1,2016,2.84,0.25,"yes","yes","yes",2600,598
"krakow",40,2,2,2024,8.5,0.671,"yes","yes","yes",2800,644
"krakow",60,3,5,2013,1.37,0.144,"no","no","yes",4650,1069.5
"krakow",49,2,3,1900,0.91,0.138,"no","no","yes",3000,690
"krakow",40,2,9,2015,1.78,0.404,"no","yes","yes",3000,690
"krakow",130,6,1,1930,2.34,0.338,"no","no","no",5500,1265
"krakow",33.44,2,2,1960,9.4,0.143,"no","no","no",1800,414
"krakow",38,2,6,2002,3.31,0.579,"no","no","yes",2300,529
"krakow",53,3,1,2009,5.45,0.372,"yes","yes","yes",3000,690
"krakow",54,2,4,2010,1.64,0.171,"yes","yes","yes",3100,713
"krakow",130,6,2,1930,2.34,0.338,"no","no","no",5500,1265
"krakow",39,2,3,1975,7.06,0.306,"no","yes","yes",2200,506
"krakow",70,4,2,2010,0.88,0.035,"no","no","no",3500,805
"krakow",46,2,2,2023,5.79,1.121,"yes","no","yes",2950,678.5
"krakow",50,3,7,1974,5.57,0.408,"no","yes","yes",2300,529
"krakow",33,2,1,2020,2.09,0.512,"no","no","yes",2900,667
"krakow",35,2,1,1930,2.73,0.147,"yes","yes","yes",2700,621
"krakow",58,3,5,2019,1.83,0.54,"yes","yes","yes",5500,1265
"krakow",33,2,1,2023,4.96,0.277,"yes","yes","yes",2300,529
"krakow",41,2,2,2023,3.26,0.625,"yes","yes","yes",3100,713
"krakow",52,3,5,2007,1.39,0.055,"yes","yes","yes",2700,621
"krakow",47,2,4,2012,4.14,0.422,"yes","yes","yes",2900,667
"krakow",30,1,4,2020,2.32,0.233,"no","yes","yes",2400,552
"krakow",40,2,2,2022,5.39,1.154,"yes","yes","yes",2499,574.77
"krakow",45,2,5,2008,3.55,0.375,"yes","yes","yes",3200,736
"krakow",36,2,3,2014,5.58,0.178,"no","yes","no",2200,506
"krakow",26,1,3,1980,3.68,0.151,"no","yes","no",2100,483
"krakow",54,3,3,2018,1.63,0.225,"yes","yes","yes",3600,828
"krakow",40,2,4,2018,5.3,0.353,"yes","yes","yes",2500,575
"krakow",42.9,3,1,1977,6.29,0.25,"no","no","yes",2400,552
"krakow",38.17,2,1,2015,9.16,0.91,"yes","yes","no",2200,506
"krakow",82,3,1,1910,0.74,0.158,"no","yes","no",5000,1150
"krakow",81,3,4,2018,1.45,0.212,"yes","yes","yes",7500,1725
"krakow",42,2,5,2021,1.33,0.159,"no","yes","yes",3200,736
"krakow",43,2,2,2023,5.02,0.35,"no","yes","yes",3500,805
"krakow",88,4,1,2022,3.36,0.466,"no","yes","yes",6900,1587
"krakow",42,2,1,2023,5.67,0.825,"no","yes","yes",2800,644
"krakow",73,3,5,2015,2.14,0.444,"no","yes","yes",6200,1426
"krakow",61,2,1,2019,6.78,1.274,"yes","yes","no",3200,736
"krakow",26,1,3,2023,5.79,1.121,"yes","yes","yes",2500,575
"krakow",46,2,3,2013,5.94,0.834,"yes","no","yes",2750,632.5
"krakow",33,2,6,2021,3.07,0.347,"yes","yes","yes",2900,667
"krakow",87,3,1,2005,1.11,0.13,"yes","no","yes",5400,1242
"krakow",35,2,3,1940,2.41,0.26,"yes","no","no",1950,448.5
"krakow",51,2,4,2014,3.02,0.63,"yes","yes","yes",2700,621
"krakow",54.63,2,3,2007,0.62,0.187,"yes","yes","yes",3500,805
"krakow",46,2,4,2020,3.97,0.815,"yes","yes","yes",3300,759
"krakow",50,2,1,2015,5.29,0.991,"yes","yes","no",2800,644
"krakow",57,3,2,2021,0.62,0.167,"yes","yes","yes",3900,897
"krakow",52,2,1,2019,5.02,0.35,"yes","yes","yes",3400,782
"krakow",69,3,2,2000,2.67,0.177,"yes","yes","no",4000,920
"krakow",26.29,1,2,2015,0.49,0.24,"yes","yes","yes",2800,644
"krakow",32,1,5,2023,6.91,0.312,"no","yes","yes",2600,598
"krakow",36,2,2,2022,4.61,0.389,"no","yes","yes",2800,644
"krakow",45,2,5,2022,2.03,0.271,"yes","yes","yes",4300,989
"krakow",71,3,3,2007,0.62,0.187,"yes","no","yes",4500,1035
"krakow",95,4,2,2007,0.96,0.195,"yes","yes","yes",8500,1955
"krakow",84,3,4,2018,1.46,0.204,"yes","no","yes",7500,1725
"krakow",39.8,2,1,2020,6.19,0.335,"yes","yes","yes",2500,575
"krakow",44,2,2,2012,0.88,0.264,"no","no","yes",3600,828
"krakow",93,3,3,1896,1.69,0.127,"no","yes","yes",3900,897
"krakow",50,2,2,2020,7.61,1.202,"yes","yes","yes",3000,690
"krakow",55,3,5,2019,2.49,0.443,"yes","no","yes",3600,828
"krakow",37,2,2,2020,2.93,0.173,"yes","yes","yes",3400,782
"krakow",42,2,4,2019,4.45,0.323,"yes","yes","yes",2500,575
"krakow",79,4,3,2009,1.41,0.423,"no","yes","yes",4500,1035
"krakow",70,3,6,2008,3.41,0.307,"yes","yes","yes",3800,874
"krakow",57.35,3,1,1977,4.82,0.206,"no","yes","yes",2600,598
"krakow",45,2,3,2012,5.92,0.764,"yes","yes","yes",2750,632.5
"krakow",45.47,2,2,2009,1.62,0.114,"no","no","yes",2800,644
"krakow",50,2,2,2017,5.67,0.825,"yes","yes","yes",2700,621
"krakow",50,2,2,2000,6.54,0.529,"no","no","no",2250,517.5
"krakow",39,2,4,2022,5.11,0.537,"no","yes","yes",2399,551.77
"krakow",30,2,1,2019,2.14,0.444,"no","yes","yes",2650,609.5
"krakow",43,2,1,2017,0.91,0.138,"no","no","yes",3600,828
"krakow",65,3,4,2015,2.14,0.444,"no","yes","yes",5700,1311
"krakow",27.4,1,4,1965,2.23,0.472,"no","yes","yes",2000,460
"krakow",58.21,2,3,2014,1.46,0.286,"yes","yes","yes",3500,805
"krakow",55,4,1,2002,3.63,0.374,"yes","yes","no",3500,805
"krakow",33,2,2,1974,3.21,0.385,"no","yes","yes",2250,517.5
"krakow",63,3,3,2023,5.79,1.121,"yes","yes","yes",4200,966
"krakow",35,1,1,2004,3.8,0.218,"no","yes","yes",2000,460
"krakow",60,3,2,2018,2.46,0.389,"no","no","yes",6000,1380
