"city","squareMeters","rooms","floor","buildYear","centreDistance","schoolDistance","hasParkingSpace","hasBalcony","hasElevator","priceInZloty","priceInEuro"
"katowice",57.35,3,6,1982,1.4,0.435,"no","yes","no",1700,391
"katowice",46,2,3,2020,5.17,0.316,"no","no","no",2600,598
"katowice",100,3,2,2010,3.79,0.266,"yes","yes","yes",5500,1265
"katowice",68,3,12,2022,1.03,0.434,"yes","yes","yes",4900,1127
"katowice",34,2,1,1980,1.69,0.639,"no","no","no",1500,345
"katowice",43,2,2,1980,1.26,0.124,"yes","no","yes",1600,368
"katowice",48,2,1,1970,3.09,0.531,"yes","no","yes",1500,345
"katowice",80,3,1,2010,7.39,3.019,"yes","yes","no",3500,805
"katowice",37,2,11,1980,6.99,2.185,"no","yes","yes",1300,299
"katowice",27,1,4,2016,6.95,2.893,"no","yes","yes",1600,368
"katowice",38,2,4,1960,6.99,2.185,"no","yes","no",1700,391
"katowice",59.35,3,4,1993,1.79,0.211,"no","no","yes",2300,529
"katowice",59.35,2,2,1950,0.41,0.203,"no","no","yes",2200,506
"katowice",33.33,1,3,1950,5.4,0.462,"no","no","no",1000,230
"katowice",35.7,2,5,1942,0.69,0.382,"no","no","yes",1400,322
"katowice",30,1,1,1954,1.25,0.276,"no","no","yes",1200,276
"katowice",34,1,1,2021,1.28,0.419,"yes","yes","yes",2200,506
"katowice",50,2,6,2014,5.49,0.416,"yes","yes","yes",2200,506
"katowice",76,3,7,2023,1.83,0.532,"yes","yes","yes",4000,920
"katowice",53,2,3,2023,1.8,0.532,"yes","yes","yes",2800,644
"katowice",45,2,2,1983,1.86,0.589,"no","yes","no",2300,529
"katowice",50,3,1,1978,6.99,2.185,"no","yes","no",2550,586.5
"katowice",30,1,7,2021,0.45,0.151,"yes","yes","yes",2100,483
"katowice",120,5,3,1900,0.54,0.226,"no","yes","no",3000,690
"katowice",35,2,1,2024,0.45,0.153,"no","no","no",2200,506
"katowice",34,2,2,1970,5.26,0.389,"yes","yes","no",1100,253
"katowice",38,2,1,2024,4.59,0.37,"no","no","no",2380,547.4
"katowice",46,2,4,2020,3.15,0.622,"yes","yes","yes",2700,621
"katowice",65,3,2,1973,0.22,0.193,"no","yes","yes",2600,598
"katowice",25,1,10,2018,2.51,0.487,"yes","yes","yes",1700,391
"katowice",43,2,4,2023,2.86,0.366,"yes","yes","yes",2700,621
"katowice",56.8,2,4,2012,3.84,0.252,"yes","yes","yes",2500,575
"katowice",30,1,3,2021,1.33,0.481,"no","yes","yes",2200,506
"katowice",70,3,4,2021,3.52,0.702,"no","yes","yes",4500,1035
"katowice",47.66,3,3,2020,3.79,0.29,"no","no","yes",2900,667
"katowice",80,4,3,2022,3.52,0.702,"yes","yes","yes",6000,1380
"katowice",25,1,2,2024,5.17,0.238,"no","yes","yes",2000,460
"katowice",25,1,3,2024,5.17,0.238,"no","yes","yes",2000,460
"katowice",40,2,6,1970,3.03,0.191,"no","yes","no",1800,414
"katowice",39,2,3,2023,4.44,0.346,"no","yes","yes",2400,552
"katowice",52,2,4,2023,1.6,0.352,"yes","yes","yes",2800,644
"katowice",48,2,4,2018,7.14,2.935,"yes","yes","yes",2000,460
"katowice",45,2,7,2021,1.86,0.473,"yes","yes","yes",2300,529
"katowice",55.81,3,3,2023,2.86,0.366,"no","yes","yes",3000,690
"katowice",42,3,1,1950,2.21,0.207,"no","no","no",2000,460
"katowice",51,2,1,2020,1.3,0.226,"no","yes","yes",2900,667
"katowice",47,2,3,2021,2.24,1.245,"yes","yes","yes",2350,540.5
"katowice",38,2,1,1986,6.34,2.317,"no","yes","no",1250,287.5
"katowice",40,2,11,1987,0.45,0.153,"no","no","yes",2500,575
"katowice",43.34,2,4,1990,1.22,0.152,"yes","yes","no",2300,529
"katowice",40,2,5,2019,1.92,0.276,"no","yes","no",3100,713
"katowice",35,1,3,1990,5.25,0.289,"no","no","yes",1950,448.5
"katowice",46,2,6,2021,0.59,0.103,"yes","yes","yes",2500,575
"katowice",36.21,2,1,2022,2.5,0.99,"no","no","yes",1980,455.4
"katowice",36.21,2,1,2022,2.66,0.832,"no","yes","yes",1980,455.4
"katowice",50.17,2,1,2022,1.71,0.392,"yes","yes","yes",2999,689.77
"katowice",37,2,1,1900,4.77,0.478,"no","no","no",2200,506
"katowice",40,2,6,2020,1.91,0.267,"no","yes","yes",3100,713
"katowice",60.66,3,1,2020,6.8,2.75,"yes","yes","yes",3500,805
"katowice",61,3,1,2020,6.97,2.628,"yes","yes","yes",3500,805
"katowice",32,2,1,2024,3.15,0.622,"no","yes","yes",1800,414
"katowice",73,3,1,2023,1.9,0.526,"no","yes","no",3600,828
"katowice",69.5,3,5,2023,1.82,0.622,"yes","yes","yes",3700,851
"katowice",50,2,4,1990,3.15,0.622,"no","yes","yes",1700,391
"katowice",36.7,2,7,1960,1.02,0.44,"no","yes","yes",1850,425.5
"katowice",43.85,2,9,2011,4.4,0.029,"no","yes","yes",2400,552
"katowice",67,3,6,2023,0.45,0.153,"no","yes","yes",4000,920
"katowice",39,2,3,2010,3.34,0.331,"yes","yes","yes",2350,540.5
"katowice",34.5,1,6,2023,3,0.62,"no","yes","yes",1950,448.5
"katowice",53.15,2,3,1942,0.41,0.13,"no","no","no",2300,529
"katowice",40,2,1,1990,6.71,0.376,"yes","no","no",1600,368
"katowice",51,2,1,1970,1.57,0.179,"no","no","no",1850,425.5
"katowice",73,3,1,2023,1.8,0.532,"no","yes","yes",4000,920
"katowice",43,2,2,2021,3,0.62,"yes","yes","yes",2500,575
"katowice",31,1,3,2023,1.79,0.641,"yes","yes","yes",2300,529
"katowice",27,1,3,1978,4.84,0.331,"no","yes","yes",1200,276
"katowice",36,2,3,2021,2.05,0.467,"yes","yes","yes",2400,552
"katowice",30,1,10,1981,1.35,0.459,"yes","yes","yes",1800,414
"katowice",54,2,5,2017,1.83,0.479,"yes","yes","yes",2500,575
"katowice",30,1,3,1980,0.93,0.269,"yes","no","yes",2000,460
"katowice",94,3,3,2015,7.14,2.935,"yes","yes","yes",3000,690
"katowice",31,1,1,2022,2.26,1.222,"yes","yes","yes",2300,529
"katowice",45,2,3,2019,3.16,0.635,"no","no","no",2100,483
"katowice",55.29,3,7,2016,1.59,0.519,"yes","yes","yes",3000,690
"katowice",40,2,2,2022,6.99,2.185,"yes","no","no",1900,437
"katowice",36,2,1,2022,2.67,0.828,"no","yes","yes",1980,455.4
"katowice",70,3,10,2010,1.84,0.571,"yes","yes","yes",3800,874
"katowice",72.15,3,9,2022,2.93,0.202,"yes","yes","yes",6000,1380
"katowice",39.73,2,8,2022,2.88,0.202,"yes","no","yes",2600,598
"katowice",59.87,4,2,2019,3.64,0.52,"yes","yes","yes",2500,575
"katowice",29,1,1,2021,1.04,0.123,"no","no","no",1999,459.77
"katowice",43,2,1,2021,0.45,0.153,"no","no","no",2599,597.77
"katowice",35,2,2,1980,6.78,3.439,"yes","no","yes",1930,443.9
"katowice",56,3,1,1970,5.58,0.683,"no","yes","yes",2500,575
"katowice",84,3,5,2023,0.98,0.074,"yes","no","yes",4600,1058
"katowice",37,2,3,1970,5.72,0.424,"yes","no","no",1300,299
"katowice",69.5,3,4,2023,1.82,0.622,"yes","yes","yes",3950,908.5
"katowice",32,1,5,1980,1.56,0.123,"no","yes","yes",1300,299
"katowice",38,2,5,1970,4.25,0.219,"no","yes","yes",1600,368
"katowice",42,2,1,1900,0.7,0.264,"yes","no","no",2400,552
"katowice",35.31,2,3,1980,2.4,0.339,"no","yes","no",1400,322
"katowice",44.89,2,2,2014,5.23,0.914,"yes","yes","no",2300,529
"katowice",34.5,1,6,2023,3,0.62,"no","yes","yes",1950,448.5
"katowice",49.94,2,8,2017,1.63,0.359,"yes","yes","yes",2252,517.96
"katowice",49.94,2,2,2017,1.63,0.359,"yes","yes","yes",2252,517.96
"katowice",49.94,2,4,2017,1.63,0.359,"yes","no","yes",2252,517.96
"katowice",34.41,1,7,2017,1.63,0.359,"yes","no","yes",1932,444.36
"katowice",146,6,3,1910,0.15,0.29,"no","yes","yes",5500,1265
"katowice",61,3,3,2017,1.63,0.359,"yes","yes","yes",2827,650.21
"katowice",25,1,3,2024,5.17,0.238,"no","yes","yes",2000,460
"katowice",29,1,1,1980,0.87,0.349,"yes","yes","yes",900,207
"katowice",72,3,8,2020,0.6,0.166,"yes","yes","yes",3900,897
"katowice",25,1,2,2024,6.71,0.376,"no","yes","yes",2000,460
"katowice",35,2,3,1980,1.58,0.223,"no","no","no",1600,368
"katowice",45.49,2,2,1980,0.96,0.328,"no","yes","no",1900,437
"katowice",30,1,3,1980,1.54,0.293,"no","yes","yes",1500,345
"katowice",49.23,2,7,2017,1.63,0.359,"yes","yes","yes",2279,524.17
"katowice",95,3,1,1998,5.54,0.452,"yes","yes","no",4250,977.5
"katowice",37.9,2,3,1970,0.96,0.037,"yes","no","yes",1950,448.5
"katowice",38,2,1,1970,3.7,0.281,"no","no","no",2000,460
"katowice",60,3,3,2016,5.17,0.238,"no","yes","yes",2650,609.5
"katowice",40.52,2,17,2024,0.58,0.205,"no","no","yes",2900,667
"katowice",55.3,3,16,2024,0.58,0.205,"no","yes","yes",3900,897
"katowice",30,1,2,1975,1.15,0.451,"no","yes","no",1100,253
"katowice",44.8,2,3,1975,3.08,0.733,"no","yes","yes",1200,276
"katowice",47,2,15,2024,2.17,0.107,"no","yes","no",2900,667
"katowice",34.3,2,8,1980,1.23,0.159,"no","no","yes",1000,230
"katowice",55,3,1,2014,1.87,0.554,"yes","yes","yes",2950,678.5
"katowice",64,3,4,2014,1.87,0.554,"yes","yes","yes",3950,908.5
"katowice",50,3,5,2021,3.15,0.622,"yes","yes","yes",3000,690
"katowice",70.48,3,6,2016,4.6,1.794,"yes","no","yes",3490,802.7
"katowice",45,2,8,2021,0.44,0.168,"yes","yes","yes",3400,782
"katowice",33,1,13,2021,1.32,0.537,"yes","no","yes",2400,552
"katowice",38,2,3,2018,3.15,0.622,"yes","yes","yes",2100,483
"katowice",37.2,2,2,1980,3.79,0.268,"no","yes","no",1700,391
"katowice",77,4,4,2023,0.6,0.103,"yes","no","yes",4900,1127
"katowice",49,2,3,1989,3.45,0.408,"no","no","yes",1800,414
"katowice",49,3,4,2022,2,0.432,"yes","yes","yes",2900,667
"katowice",44,2,2,1985,0.8,0.204,"no","yes","yes",1300,299
"katowice",55.08,3,7,2022,0.67,0.082,"yes","no","yes",3400,782
"katowice",33.98,2,2,2022,0.67,0.082,"yes","no","yes",2300,529
"katowice",60,3,8,1980,3.48,0.027,"yes","yes","yes",1500,345
"katowice",86.83,3,3,2020,3.15,0.622,"yes","no","yes",5800,1334
"katowice",34,2,2,2023,6.99,2.185,"yes","no","no",2100,483
"katowice",40.1,2,1,1909,0.69,0.382,"no","no","no",3000,690
"katowice",95,3,1,1940,1.56,0.25,"yes","no","no",3400,782
"katowice",92,3,2,2022,0.64,0.038,"yes","yes","yes",4400,1012
"katowice",44.4,2,4,1980,1.79,0.103,"no","no","no",2000,460
"katowice",52,3,5,2021,2,0.377,"yes","yes","yes",3100,713
"katowice",65,3,1,1975,0.84,0.161,"yes","yes","yes",2900,667
"katowice",79.67,4,2,1994,3.15,0.622,"no","yes","no",3500,805
"katowice",90,4,6,2023,1.9,0.526,"yes","yes","yes",4500,1035
"katowice",41,2,2,1989,1.22,0.333,"no","no","yes",2500,575
"katowice",85,3,2,2020,0.56,0.211,"no","no","yes",3690,848.7
"katowice",31,1,2,2022,1.29,0.426,"yes","yes","yes",2200,506
"katowice",35,1,6,2021,0.69,0.382,"no","yes","yes",2200,506
"katowice",75,3,1,2008,1.84,0.454,"no","yes","yes",3800,874
"katowice",33.27,2,4,2022,1.69,0.154,"no","yes","yes",1890,434.7
"katowice",58,2,1,2021,2.64,0.837,"no","yes","yes",3800,874
"katowice",58,3,8,1980,4.68,0.24,"no","yes","yes",2500,575
"katowice",60,2,1,2022,2.73,0.794,"yes","yes","yes",3800,874
"katowice",45,2,2,2015,3.75,0.482,"yes","no","yes",2150,494.5
"katowice",85,4,8,2022,1.69,0.154,"yes","yes","yes",4500,1035
"katowice",50,3,12,2020,0.69,0.384,"yes","yes","yes",3000,690
"katowice",74,4,2,2022,2.19,1.222,"yes","yes","yes",5500,1265
"katowice",70,3,6,2021,4.31,0.646,"yes","yes","yes",4500,1035
"katowice",79,3,4,2009,1.84,0.419,"yes","yes","yes",6000,1380
"katowice",69,3,2,2021,4.31,0.646,"yes","yes","yes",4500,1035
"katowice",69,3,3,2020,4.31,0.646,"yes","yes","yes",4500,1035
"katowice",59.35,3,2,1980,4.11,0.21,"no","yes","no",2000,460
"katowice",44,2,7,2016,3.3,0.264,"no","yes","yes",2400,552
"katowice",50,2,3,2021,1.84,0.756,"no","yes","no",2500,575
"katowice",40,2,2,2021,0.58,0.168,"yes","yes","yes",1900,437
"katowice",75,3,1,2016,6.99,2.181,"yes","yes","yes",3500,805
"katowice",75,3,1,2016,7.4,3.17,"yes","yes","yes",3200,736
"katowice",84,4,1,2020,4.33,0.618,"yes","yes","yes",5000,1150
"katowice",96,3,3,2016,7.02,2.734,"yes","yes","yes",3000,690
"lublin",30,1,1,1934,0.99,0.147,"no","yes","no",1850,425.5
"lublin",38,2,3,2020,2.71,0.455,"yes","yes","no",2100,483
"lublin",29.05,2,1,2024,6.25,0.424,"yes","yes","yes",1700,391
"lublin",57.5,3,1,1974,1.67,0.34,"no","yes","no",2200,506
"lublin",47.37,3,1,2023,6.34,0.447,"no","yes","yes",2600,598
"lublin",36.9,3,6,1980,2.66,0.285,"no","yes","yes",1500,345
"lublin",62.47,3,2,2023,4.22,1.193,"yes","yes","yes",3400,782
"lublin",33,1,3,1985,2.16,0.287,"no","no","yes",1600,368
"lublin",29,1,6,2023,2.01,0.845,"no","yes","yes",1900,437
"lublin",34,2,1,1974,2.33,0.509,"no","no","no",2300,529
"lublin",48,2,5,2010,5.75,0.31,"yes","yes","yes",2100,483
"lublin",55,2,2,2012,3.84,0.398,"yes","yes","yes",2200,506
"lublin",39.5,2,6,2019,1.58,0.157,"no","yes","yes",2100,483
"lublin",58.7,3,1,2021,2.14,0.183,"yes","yes","yes",3200,736
"lublin",81.9,4,3,2010,2.05,0.139,"no","yes","yes",4300,989
"lublin",45.2,3,3,1965,2.24,0.137,"no","yes","no",1850,425.5
"lublin",36.43,2,5,2020,3.61,0.753,"no","yes","yes",2100,483
"lublin",39.7,2,8,1978,0.54,0.202,"no","yes","yes",1600,368
"lublin",70,4,4,2008,0.92,0.471,"no","yes","yes",2800,644
"lublin",49.98,2,2,2010,3.9,0.31,"no","yes","no",2650,609.5
"lublin",53,3,6,1970,3.83,0.558,"no","no","yes",1590,365.7
"lublin",40,2,1,2021,3.64,0.674,"yes","yes","yes",2100,483
"lublin",37,2,11,2023,0.14,0.063,"no","no","yes",2900,667
"lublin",48,2,6,2016,1.13,0.062,"yes","yes","yes",2400,552
"lublin",34.4,1,2,2006,2.98,0.138,"yes","yes","no",1900,437
"lublin",82,3,1,1939,1.61,0.434,"yes","yes","no",2750,632.5
"lublin",40,2,5,2023,3.7,0.483,"yes","yes","yes",2500,575
"lublin",45,2,4,2010,3.04,0.159,"no","no","no",2200,506
"lublin",40,2,2,2020,1.16,0.126,"no","no","yes",2300,529
"lublin",43,2,1,2007,3.47,0.959,"no","yes","no",1800,414
"lublin",51,2,3,2018,2.66,0.285,"yes","yes","yes",2400,552
"lublin",34,1,1,2024,4.77,0.519,"no","yes","yes",2000,460
"lublin",30.84,1,1,1979,4.35,0.2,"no","no","yes",1750,402.5
"lublin",43,2,5,2019,1.7,0.09,"yes","yes","yes",2800,644
"lublin",47,2,3,2010,3.85,0.401,"no","yes","yes",2500,575
"lublin",50.6,2,2,2014,2.85,0.881,"no","yes","yes",2600,598
"lublin",76,3,1,1993,2.91,0.448,"no","yes","no",2250,517.5
"lublin",44,2,4,2014,2.66,0.285,"no","no","yes",2700,621
"lublin",46.07,2,3,2018,5.22,0.548,"no","yes","yes",2650,609.5
"lublin",85,3,2,1960,0.95,0.207,"no","yes","no",3500,805
"lublin",84,4,2,2023,0.95,0.526,"yes","yes","yes",4400,1012
"lublin",39,2,6,2017,1.61,0.158,"yes","yes","yes",2400,552
"lublin",66,3,2,2012,0.95,0.088,"yes","yes","yes",4300,989
"lublin",54,3,1,2014,6.25,0.421,"yes","yes","yes",3000,690
"lublin",40,2,4,2016,1.26,0.254,"yes","yes","yes",2300,529
"lublin",49.67,2,8,2022,1.65,0.276,"no","yes","yes",2700,621
"lublin",55.3,4,1,1980,2.66,0.285,"no","yes","no",3800,874
"lublin",41.14,2,2,2023,3.72,1.259,"no","yes","yes",2600,598
"lublin",67.88,3,2,2023,3.73,1.262,"no","yes","yes",3600,828
"lublin",66,3,2,2012,1.84,0.352,"yes","yes","yes",4300,989
"lublin",40,2,2,2014,1.88,0.477,"yes","yes","no",2900,667
"lublin",40,2,3,2020,1.17,0.129,"yes","no","yes",2600,598
"lublin",52,2,2,2019,1.7,0.089,"yes","yes","yes",3200,736
"lublin",80,3,4,2000,3.54,0.45,"no","yes","no",2800,644
"lublin",57,2,2,2015,1.73,0.069,"yes","yes","yes",2950,678.5
"lublin",35.52,2,6,2022,1.21,0.445,"no","yes","yes",2800,644
"lublin",61.4,3,1,2014,1.88,0.477,"yes","yes","no",3700,851
"lublin",48,2,4,2023,4.8,0.404,"yes","yes","yes",2500,575
"lublin",30,2,3,2022,4,0.98,"no","yes","yes",2000,460
"lublin",35.95,2,3,2023,6.38,0.403,"no","yes","yes",2100,483
"lublin",72.6,4,1,1991,1,0.086,"no","yes","no",3500,805
"lublin",39,2,4,2023,2.3,0.412,"no","yes","yes",2200,506
"lublin",57.49,3,3,2023,4.84,0.124,"yes","yes","yes",3500,805
"lublin",65,3,2,2013,1.72,0.295,"yes","yes","yes",3000,690
"lublin",48,3,6,2024,1.29,0.457,"yes","yes","yes",2700,621
"lublin",40.6,2,4,2022,4.83,0.424,"yes","yes","yes",2400,552
"lublin",60.5,3,3,1985,4.78,0.246,"no","yes","no",2200,506
"lublin",63,3,3,2018,2.17,0.476,"yes","yes","no",2800,644
"lublin",61,2,1,1918,1,0.107,"no","no","no",2750,632.5
"lublin",35,2,1,2011,1.13,0.24,"no","no","yes",2500,575
"lublin",71,4,1,2023,3.54,0.514,"yes","yes","yes",3600,828
"lublin",54.86,2,2,2007,2.85,0.881,"no","yes","yes",2900,667
"lublin",57,2,1,2013,3.14,0.425,"no","yes","yes",2000,460
"lublin",55.2,3,2,2006,3.24,0.277,"no","yes","no",2200,506
"lublin",44,2,1,2016,1.25,0.267,"yes","yes","yes",2800,644
"lublin",49.87,2,3,2010,3.47,0.941,"no","yes","no",1850,425.5
"lublin",32,1,2,2023,2.76,0.295,"yes","yes","yes",2200,506
"lublin",49.1,3,2,1982,3.94,0.393,"no","yes","yes",1550,356.5
"lublin",45,2,6,2023,3.15,0.505,"yes","yes","yes",2800,644
"lublin",56.3,2,3,1965,2.66,0.285,"no","yes","no",2150,494.5
"lublin",32.3,2,5,1975,2.66,0.285,"no","yes","yes",1600,368
"lublin",48.9,2,2,1965,3.23,0.084,"no","yes","no",2200,506
"lublin",70,3,2,2014,0.54,0.202,"yes","yes","yes",3000,690
"lublin",56,3,3,1966,2.66,0.285,"no","yes","no",1800,414
"lublin",47.2,2,6,2018,1.08,0.039,"no","yes","yes",3500,805
"lublin",35,2,3,1918,0.99,0.192,"no","no","no",2850,655.5
"lublin",72,4,4,1995,4.11,0.248,"no","no","no",2500,575
"lublin",39.9,2,3,2023,3.18,0.488,"no","no","yes",2700,621
"lublin",53.1,2,1,1998,2.66,0.285,"no","yes","no",2200,506
"lublin",57,2,3,2005,2.66,0.285,"yes","yes","no",3400,782
"lublin",53,2,1,1998,2.23,0.641,"no","yes","no",1800,414
"lublin",50.9,3,2,2015,1.97,0.54,"no","no","no",3313,761.99
"lublin",50.9,2,3,2014,1.88,0.477,"yes","yes","no",3300,759
"lublin",28,2,4,1998,0.95,0.088,"no","no","no",1800,414
"lublin",53,2,1,1998,2.25,0.636,"no","no","no",1800,414
"lublin",50,2,3,1965,2.5,0.093,"yes","yes","no",2000,460
"lublin",70,3,2,1975,5.47,0.404,"no","no","no",3000,690
"czestochowa",110.6,5,5,2014,2.32,0.392,"yes","yes","yes",3700,851
"czestochowa",72,4,4,1989,2.69,0.36,"no","yes","no",2000,460
"czestochowa",70,3,1,1930,0.69,0.11,"no","no","no",2500,575
"czestochowa",35.45,2,5,2022,2.59,0.653,"yes","yes","yes",1700,391
"czestochowa",48,2,3,2007,3.58,0.406,"yes","yes","no",1500,345
"czestochowa",51.3,2,4,1982,3.97,0.286,"no","yes","no",1400,322
"czestochowa",46.1,2,2,1980,4.35,0.256,"no","no","no",1400,322
"czestochowa",58.71,3,1,2017,1.63,0.164,"no","yes","no",2000,460
"czestochowa",68.18,3,3,2020,3.18,1.167,"no","yes","no",3700,851
"czestochowa",52,2,1,1980,2.77,0.34,"no","yes","no",2050,471.5
"czestochowa",35,1,1,2023,2.81,0.81,"no","yes","no",1650,379.5
"czestochowa",48,2,1,1905,0.86,0.103,"no","no","no",1900,437
"warszawa",28,1,4,2020,1.63,0.188,"yes","yes","yes",3000,690
"warszawa",46,2,5,2017,11.29,0.252,"yes","yes","yes",3200,736
"warszawa",74,3,1,2019,4.4,0.295,"yes","no","yes",6500,1495
"warszawa",63,3,4,2012,3.5,0.164,"yes","yes","yes",5500,1265
"warszawa",75,3,1,2020,5.94,0.194,"no","no","no",5500,1265
"warszawa",52,3,1,1972,0.75,0.12,"no","no","yes",4500,1035
"warszawa",70,3,5,2020,5.23,0.631,"yes","yes","yes",6000,1380
"warszawa",70,3,5,2021,6.21,1.004,"yes","yes","yes",7000,1610
"warszawa",70,3,4,2021,2.8,0.151,"yes","yes","yes",6600,1518
"warszawa",104,3,3,2021,1.17,0.093,"yes","yes","yes",15000,3450
"warszawa",70,3,5,2020,5.23,0.631,"yes","yes","yes",6000,1380
"warszawa",44,2,3,1964,2.67,0.125,"no","yes","yes",3500,805
"warszawa",70,3,5,2021,5.99,0.923,"yes","yes","yes",7000,1610
"warszawa",45,2,2,1929,1.84,0.296,"no","no","no",4000,920
"warszawa",75,3,1,2020,5.94,0.194,"no","no","no",5500,1265
"warszawa",56,3,2,2022,12.76,0.509,"yes","yes","yes",3400,782
"warszawa",33.84,2,2,2023,4.79,0.372,"yes","no","yes",2650,609.5
"warszawa",38.03,2,2,2022,6.19,0.918,"no","no","no",3500,805
"warszawa",30,1,5,1965,2.62,0.388,"no","yes","yes",3000,690
"warszawa",30,1,1,2000,8.11,0.081,"no","no","no",2700,621
"warszawa",46.43,2,1,2003,9.96,0.257,"yes","yes","yes",2200,506
"warszawa",27.1,2,4,1973,5.15,0.504,"no","yes","yes",3000,690
"warszawa",27,1,1,2000,7.84,0.383,"no","no","no",2500,575
"warszawa",31.95,1,5,2021,2.78,0.185,"yes","no","yes",3000,690
"warszawa",31.95,1,5,2021,2.79,0.197,"yes","no","yes",3000,690
"warszawa",60,3,6,2018,7.6,0.536,"yes","yes","yes",4700,1081
"warszawa",40,2,6,1970,2.21,0.208,"no","yes","yes",3700,851
"warszawa",30,1,2,1970,2.87,0.149,"yes","no","no",2600,598
"warszawa",38.5,2,5,2022,6.83,1.207,"yes","yes","yes",3500,805
"warszawa",31,2,2,1965,2.89,0.229,"no","no","yes",3600,828
"warszawa",46.43,2,1,2003,9.92,0.231,"yes","yes","yes",2200,506
"warszawa",45,2,3,2009,1.12,0.149,"no","yes","yes",5200,1196
"warszawa",44,2,3,1966,3.29,0.431,"no","yes","no",3000,690
"warszawa",68,2,6,2015,7.79,0.363,"yes","yes","yes",5800,1334
"warszawa",60,2,2,2012,1.21,0.184,"yes","no","yes",10000,2300
"warszawa",55,2,2,2022,4.15,0.124,"yes","yes","yes",3600,828
"warszawa",82.5,3,5,2000,8.71,0.353,"yes","yes","yes",4800,1104
"warszawa",53,3,3,2019,16.61,0.539,"yes","yes","yes",3200,736
"warszawa",56,2,14,2004,1.06,0.009,"yes","no","yes",3200,736
"warszawa",52,2,7,1960,2.3,0.542,"yes","yes","yes",3500,805
"warszawa",35.39,2,3,2020,5.19,0.571,"no","no","yes",3100,713
"warszawa",40,2,3,2011,0.91,0.204,"yes","no","yes",3800,874
"warszawa",44,2,3,2023,7.3,0.517,"yes","yes","yes",2900,667
"warszawa",30,1,1,2023,4.71,0.169,"no","yes","yes",4200,966
"warszawa",42,2,1,2023,4.71,0.169,"no","yes","yes",5500,1265
"warszawa",61,3,5,1938,2.56,0.085,"no","no","yes",6600,1518
"warszawa",63,3,4,2012,3.56,0.215,"yes","no","yes",5550,1276.5
"warszawa",62,3,3,1989,5.39,0.54,"yes","no","no",4000,920
"warszawa",56.1,2,2,2010,9.95,0.455,"yes","yes","no",2900,667
"warszawa",45,2,2,2019,5.08,0.595,"yes","yes","yes",3400,782
"warszawa",56.32,2,1,2021,3.24,0.174,"yes","yes","yes",6200,1426
"warszawa",42,2,1,2020,2.37,0.346,"yes","yes","yes",3900,897
"warszawa",132,4,6,1911,1.5,0.177,"no","no","yes",10000,2300
"warszawa",112,4,9,2016,2.2,0.529,"yes","yes","yes",12900,2967
"warszawa",52,2,8,1997,2.77,0.216,"no","yes","yes",3500,805
"warszawa",79,3,1,1928,2.14,0.156,"no","no","no",8000,1840
"warszawa",100,4,5,2021,1.26,0.097,"yes","yes","yes",15000,3450
"warszawa",42,2,7,1975,6.38,0.041,"no","yes","yes",2450,563.5
"warszawa",51,2,1,2008,4.07,0.185,"no","yes","yes",3300,759
"warszawa",35,2,7,2014,3.71,0.301,"no","yes","yes",2500,575
"warszawa",57,2,2,2001,11.56,0.399,"yes","no","yes",3950,908.5
"warszawa",57,2,5,2005,9.94,0.331,"yes","yes","no",4000,920
"warszawa",61,2,6,2020,5.01,0.496,"yes","yes","no",6100,1403
"warszawa",37,2,10,2001,7.84,0.409,"yes","yes","yes",2550,586.5
"warszawa",54,2,5,1949,0.95,0.197,"no","yes","yes",3500,805
"warszawa",40,2,1,2005,12.3,0.426,"yes","yes","yes",2700,621
"warszawa",44.48,2,3,1964,0.35,0.036,"yes","yes","yes",4000,920
"warszawa",38.7,2,1,2022,9.68,1.467,"yes","no","yes",2900,667
"warszawa",53,2,2,2021,2.62,0.077,"yes","yes","yes",4200,966
"warszawa",26.7,1,7,1968,0.71,0.203,"no","no","yes",2700,621
"warszawa",34,1,3,2021,3.6,0.293,"no","yes","yes",2800,644
"warszawa",45.1,2,2,1936,1.56,0.243,"no","yes","yes",3200,736
"warszawa",34,1,2,2016,5.01,0.242,"no","yes","yes",2300,529
"warszawa",41.2,2,3,2023,5.4,0.496,"no","no","yes",4000,920
"warszawa",68.29,3,10,2007,5.6,0.176,"no","no","yes",4500,1035
"warszawa",48,2,2,2021,5.18,0.341,"yes","yes","yes",4500,1035
"warszawa",116,4,4,2004,10.23,0.436,"yes","yes","yes",6000,1380
"warszawa",26,1,10,2024,10.82,0.15,"yes","yes","yes",3200,736
"warszawa",68,2,1,1950,1.63,0.296,"no","no","no",3600,828
"warszawa",27,2,12,1980,1.77,0.089,"yes","yes","yes",3200,736
"warszawa",89,4,3,1870,1.15,0.13,"no","no","yes",4500,1035
"warszawa",40,2,5,2015,1.72,0.245,"no","yes","yes",3500,805
"warszawa",65,3,3,1978,6.98,0.158,"no","yes","yes",3800,874
"warszawa",60,2,9,2003,0.89,0.28,"no","yes","yes",4200,966
"warszawa",27,1,1,2000,10.44,0.273,"yes","no","yes",2200,506
"warszawa",47,2,2,2013,6.67,0.542,"no","yes","no",2500,575
"warszawa",47,2,2,1950,1.02,0.258,"yes","no","yes",4600,1058
"warszawa",26,1,4,2022,5.3,0.315,"yes","yes","yes",2800,644
