"","city","squareMeters","rooms","floor","buildYear","centreDistance","schoolDistance","clinicDistance","kindergartenDistance","pharmacyDistance","hasParkingSpace","hasBalcony","hasElevator","hasStorageRoom","priceInZloty","priceInEuro"
"1693","krakow","45",2,7,1985,"3,68","0,272","0,239","0,353","0,075","no","yes","yes","yes",2200,"506"
"1694","krakow","65",3,1,2023,"5,79","1,121","1,977","0,47","0,766","yes","yes","yes","yes",4000,"920"
"1695","krakow","30",1,5,2023,"1,59","0,111","0,734","0,178","0,3","yes","yes","yes","no",3300,"759"
"1696","krakow","42",2,NA,2021,"6,99","0,177","0,898","0,095","0,049","no","no","yes","no",2900,"667"
"1697","krakow","55",3,1,2016,"5,34","0,437","0,789","0,059","0,153","no","no","yes","no",2950,"678,5"
"1698","krakow","58",3,2,2009,"3,19","0,66","0,402","0,117","0,178","yes","no","no","no",2950,"678,5"
"1699","krakow","32",1,5,2023,"1,42","0,136","0,592","0,502","0,075","no","yes","yes","no",3300,"759"
"1700","krakow","61",2,3,2014,"4,94","0,716","0,392","0,079","0,255","yes","yes","no","no",2899,"666,77"
"1701","krakow","34",1,5,2011,"4,41","0,391","0,378","0,182","0,26","no","no","yes","no",2150,"494,5"
"1702","krakow","40",2,5,2020,"2,15","0,19","0,34","0,242","0,201","no","yes","yes","no",2999,"689,77"
"1703","krakow","98",3,3,2001,"1","0,122","0,159","0,266","0,073","yes","no","no","no",5500,"1265"
"1704","krakow","25",1,NA,NA,"5,45","0,252","1,103","0,167","0,295","no","no","no","yes",2200,"506"
"1705","krakow","40",2,2,1997,"4,24","0,908","0,451","0,173","0,186","no","yes","no","yes",1900,"437"
"1706","krakow","36",2,3,2021,"3,99","0,384","1,477","0,47","0,602","yes","yes","yes","no",2800,"644"
"1707","krakow","48",2,1,2014,"4,35","0,177","0,516","0,101","0,088","no","yes","no","no",2300,"529"
"1708","krakow","43,4",2,2,NA,"0,65","0,157","0,311","0,219","0,167","yes","no","no","no",2400,"552"
"1709","krakow","57",3,1,2021,"5,7","0,883","2,954","1,668","2,845","no","no","no","no",2450,"563,5"
"1710","krakow","27",1,1,2018,"2,14","0,444","0,328","0,4","0,174","yes","yes","yes","no",2500,"575"
"1711","krakow","29,7",1,3,2021,"1,81","0,426","0,194","0,42","0,27","no","yes","yes","no",2500,"575"
"1712","krakow","62",3,4,2019,"2,14","0,444","0,328","0,4","0,174","yes","yes","yes","no",4200,"966"
"1713","krakow","50,28",2,5,NA,"5,67","0,825","0,643","0,448","0,366","yes","yes","no","no",2500,"575"
"1714","krakow","30",2,NA,NA,"3,84","0,318","0,894","0,116","0,282","no","no","no","no",2300,"529"
"1715","krakow","32",2,2,2023,"2,99","0,414","0,416","0,336","0,032","yes","yes","no","no",3000,"690"
"1716","krakow","70",3,5,2012,"1,54","0,162","0,197","0,176","0,285","yes","yes","yes","no",5000,"1150"
"1717","krakow","61",2,2,1900,"0,77","0,046","0,561","0,508","0,207","no","yes","no","no",5000,"1150"
"1718","krakow","43",2,3,2018,"1,23","0,03","0,355","0,14","0,172","no","no","yes","no",2499,"574,77"
"1719","krakow","45,42",2,5,2009,"1,79","0,168","0,412","0,456","0,222","yes","yes","yes","no",3100,"713"
"1720","krakow","77,11",3,4,2020,"2,15","0,191","0,342","0,244","0,202","yes","yes","yes","no",5000,"1150"
"1721","krakow","35",2,1,2007,"3,91","0,489","1,55","1,329","1,094","no","yes","no","no",2100,"483"
"1722","krakow","60",3,1,2020,"4,15","0,545","0,581","0,316","0,436","no","yes","no","no",3850,"885,5"
"1723","krakow","52",2,2,2010,"3,8","0,203","0,392","0,162","0,28","yes","yes","no","no",3000,"690"
"1724","krakow","60",3,1,1972,"1,19","0,374","0,767","0,141","0,05","no","no","no","no",3700,"851"
"1725","krakow","38,5",2,NA,2020,"3,84","0,23","0,845","0,126","0,166","no","no","no","yes",2800,"644"
"1726","krakow","60",3,1,2020,"5,23","0,417","0,128","0,256","0,489","yes","yes","no","yes",4000,"920"
"1727","krakow","34",1,1,NA,"4,35","0,177","0,516","0,101","0,088","no","yes","yes","no",2200,"506"
"1728","krakow","41",2,1,2023,"2,43","0,341","0,492","0,176","0,317","yes","yes","yes","no",2900,"667"
"1729","krakow","54",2,1,1962,"1,45","0,115","0,674","0,489","0,113","no","yes","no","yes",2950,"678,5"
"1730","krakow","52",2,1,2010,"2,46","0,363","0,491","0,2","0,314","no","yes","yes","no",2900,"667"
"1731","krakow","38,1",2,1,2003,"4,9","0,646","0,642","0,517","0,311","yes","yes","no","no",2250,"517,5"
"1732","krakow","32",1,1,2022,"6,85","0,964","3,387","2,482","2,18","yes","yes","no","no",2800,"644"
"1733","krakow","40",2,4,2023,"4,24","0,737","0,39","0,13","0,338","yes","yes","yes","yes",3200,"736"
"1734","krakow","27",1,1,NA,"0,49","0,24","0,483","0,202","0,252","no","yes","yes","no",3000,"690"
"1735","krakow","30",1,5,NA,"1,24","0,114","0,366","0,041","0,168","yes","yes","yes","no",2950,"678,5"
"1736","krakow","25",1,1,2022,"6,85","0,964","3,387","2,482","2,18","yes","yes","no","no",2300,"529"
"1737","krakow","125",6,1,2016,"6,53","0,576","2,556","0,971","1,053","yes","yes","no","no",5700,"1311"
"1738","krakow","49",2,14,2001,"3,83","0,218","0,56","0,151","0,165","yes","yes","yes","no",2600,"598"
"1739","krakow","45",2,4,NA,"5,79","1,121","1,977","0,47","0,766","yes","yes","yes","no",2900,"667"
"1740","krakow","42",2,NA,2008,"4,99","0,708","0,787","0,524","0,456","yes","yes","no","no",2000,"460"
"1741","krakow","50",2,NA,1983,"1,22","0,211","0,86","0,102","0,198","yes","no","yes","no",2400,"552"
"1742","krakow","50",2,2,2001,"2,71","0,171","0,284","0,433","0,477","yes","yes","no","no",2400,"552"
"1743","krakow","51",2,1,2000,"3,58","0,175","0,678","0,153","0,037","no","no","yes","yes",2200,"506"
"1744","krakow","50",2,1,2023,"5,57","0,772","1,191","0,949","1,074","no","yes","yes","no",3300,"759"
"1745","krakow","45",2,1,1898,"0,21","0,253","0,794","0,179","0,389","no","yes","no","no",2450,"563,5"
"1746","krakow","29,75",1,1,1950,"4,81","0,675","0,866","0,121","0,714","no","yes","no","no",2000,"460"
"1747","krakow","60",2,5,NA,"0,91","0,183","0,086","0,075","0,061","yes","yes","yes","no",4900,"1127"
"1748","krakow","55",2,3,2010,"0,85","0,124","0,224","0,501","0,24","yes","no","yes","no",3700,"851"
"1749","krakow","61,58",3,2,1920,"1,37","0,144","0,506","0,151","0,067","yes","yes","yes","no",3300,"759"
"1750","krakow","38",2,11,NA,"4,18","0,107","0,752","0,025","0,309","no","no","yes","no",2200,"506"
"1751","krakow","42,39",2,1,1998,"4,38","0,124","1,064","0,124","0,09","yes","yes","no","no",2500,"575"
"1752","krakow","67",3,3,2014,"1,4","0,32","0,038","0,917","0,033","no","no","yes","no",5499,"1264,77"
"1753","krakow","53",2,1,NA,"1,5","0,258","0,165","0,879","0,195","no","no","no","no",2900,"667"
"1754","krakow","48",3,1,2008,"6,97","1,023","0,985","1,634","2,024","yes","yes","no","yes",2200,"506"
"1755","krakow","106",5,2,NA,"0,35","0,15","0,673","0,212","0,253","yes","yes","yes","no",6500,"1495"
"1756","krakow","33",2,1,1950,"3,38","0,658","0,211","0,081","0,181","no","no","no","no",2000,"460"
"1757","krakow","33,71",2,4,2023,"4,94","0,222","1,101","0,711","0,507","no","yes","no","no",2450,"563,5"
"1758","krakow","26",1,3,1980,"2,8","0,153","0,504","0,2","0,28","no","no","no","yes",1990,"457,7"
"1759","krakow","90",3,3,2007,"2,25","0,222","0,286","0,098","0,141","no","yes","yes","no",7900,"1817"
"1760","krakow","48,81",2,2,2008,"5,63","0,799","0,61","0,407","0,332","no","yes","yes","no",2600,"598"
"1761","krakow","29",1,2,2022,"2,6","0,816","0,682","0,443","0,235","no","yes","yes","no",2500,"575"
"1762","krakow","47",2,2,2015,"3,58","0,144","0,174","0,15","0,252","yes","yes","yes","no",3100,"713"
"1763","krakow","52",2,2,2009,"1,74","0,333","0,699","0,618","0,263","yes","yes","yes","no",4000,"920"
"1764","krakow","106",4,NA,2010,"3,6","0,795","0,622","0,992","0,737","yes","yes","yes","no",4500,"1035"
"1765","krakow","50",2,1,2000,"4,72","0,536","1,404","0,207","0,135","yes","yes","yes","yes",2700,"621"
"1766","krakow","65",3,1,1995,"3,37","0,324","0,143","0,435","0,408","yes","yes","no","yes",3000,"690"
"1767","krakow","27,5",1,4,2015,"1,36","0,2","0,454","0,403","0,056","yes","yes","yes","no",2100,"483"
"1768","krakow","42",2,NA,2016,"3,93","0,083","1,509","0,139","0,217","no","yes","yes","no",3000,"690"
"1769","krakow","33",1,NA,2022,"0,62","0,167","0,506","0,217","0,134","no","yes","yes","no",3000,"690"
"1770","krakow","45",2,7,1985,"3,7","0,362","0,22","0,369","0,107","no","yes","yes","no",2100,"483"
"1771","krakow","85",3,1,1900,"0,55","0,316","0,556","0,413","0,101","no","yes","no","no",4900,"1127"
"1772","krakow","45",2,1,2009,"2,58","1,101","1,445","1,042","0,592","no","yes","no","yes",3100,"713"
"1773","krakow","50",2,3,2005,"4,83","0,431","0,64","0,571","0,376","no","no","no","no",2800,"644"
"1774","krakow","40,5",2,2,1970,"6,56","0,219","1,131","0,043","0,09","no","yes","no","yes",2000,"460"
"1775","krakow","37",2,2,2023,"4,14","0,294","0,91","0,36","0,614","yes","yes","yes","no",3000,"690"
"1776","krakow","40",2,1,2023,"3,51","0,611","0,51","0,474","0,49","no","yes","yes","no",2800,"644"
"1777","krakow","30",1,4,2005,"3,64","0,284","0,282","0,316","0,058","yes","yes","yes","no",2300,"529"
"1778","krakow","33",1,1,1910,"0,97","0,12","0,14","0,433","0,138","no","no","no","no",2600,"598"
"1779","krakow","30",1,3,2015,"0,46","0,211","0,514","0,178","0,224","no","yes","yes","no",2900,"667"
"1780","krakow","50",2,NA,2022,"4,38","1,271","1,782","0,956","0,618","yes","no","yes","no",3499,"804,77"
"1781","krakow","57",2,3,2000,"4,94","0,716","0,392","0,079","0,255","no","yes","no","no",2600,"598"
"1782","krakow","57",2,NA,2002,"3,95","0,208","1,088","0,262","0,375","no","yes","no","no",2900,"667"
"1783","krakow","38",2,8,1980,"1,91","0,376","0,088","0,097","0,166","no","yes","yes","no",2500,"575"
"1784","krakow","35,37",2,NA,2023,"3,52","0,324","0,649","0,702","0,652","yes","yes","yes","no",2685,"617,55"
"1785","krakow","64",3,8,NA,"3,31","0,342","0,233","0,33","0,231","yes","yes","yes","yes",4400,"1012"
"1786","krakow","50",2,2,2011,"3,25","0,129","0,163","0,277","0,145","no","yes","yes","no",3200,"736"
"1787","krakow","56",3,5,2023,"4,29","0,336","0,868","0,4","0,587","no","yes","yes","no",3500,"805"
"1788","krakow","48",3,3,NA,"0,88","0,19","0,115","0,207","0,082","yes","no","no","no",2500,"575"
"1789","krakow","50",2,1,NA,"4,58","0,765","1,476","1,366","0,316","no","yes","no","no",3700,"851"
"1790","krakow","33",1,1,1875,"0,23","0,173","0,772","0,252","0,242","no","no","no","no",2300,"529"
"1791","krakow","57",2,1,2006,"4,43","0,436","0,305","0,308","0,131","no","yes","no","no",2600,"598"
"1792","krakow","25",1,1,2022,"1,92","0,146","0,305","0,368","0,128","yes","yes","no","no",2100,"483"
"1793","krakow","26,7",1,1,1985,"0,53","0,217","0,626","0,309","0,145","no","yes","no","no",1850,"425,5"
"1794","krakow","35",2,1,2020,"3,48","0,667","0,16","0,148","0,667","yes","yes","yes","no",3200,"736"
"1795","krakow","37,4",2,NA,2002,"3,86","0,514","0,371","0,232","0,281","no","yes","no","no",2700,"621"
"1796","krakow","30",2,5,2023,"1,42","0,136","0,592","0,502","0,075","no","no","yes","no",3200,"736"
"1797","krakow","59",2,5,2015,"1,61","0,225","0,238","0,226","0,268","yes","yes","yes","no",4000,"920"
"1798","krakow","30",1,NA,2023,"3,38","0,954","1,316","0,323","0,257","no","no","no","no",2099,"482,77"
"1799","krakow","32",1,NA,NA,"2,14","0,444","0,328","0,4","0,174","no","no","yes","no",2500,"575"
"1800","krakow","78",4,NA,NA,"1,51","0,13","0,566","0,096","0,278","no","no","no","no",4000,"920"
"1801","krakow","63",3,3,1970,"5,15","0,683","0,309","0,247","0,29","yes","yes","yes","yes",3500,"805"
"1802","krakow","47",2,2,1979,"4,41","0,25","0,889","0,245","0,492","no","no","no","yes",2500,"575"
"1803","krakow","35",1,2,1960,"0,65","0,148","0,332","0,631","0,138","no","yes","yes","yes",2500,"575"
"1804","krakow","65",3,2,2003,"5,98","0,252","1,69","1,046","0,799","yes","yes","no","no",3000,"690"
"1805","krakow","38",2,NA,1950,"2,41","0,254","0,305","0,056","0,219","no","no","no","no",1990,"457,7"
"1806","krakow","30",2,5,2023,"1,62","0,073","0,788","0,219","0,354","no","yes","yes","no",3200,"736"
"1807","krakow","46",2,1,2009,"4,72","0,091","0,451","0,05","0,25","yes","yes","yes","no",2550,"586,5"
"1808","krakow","28",1,3,NA,"1,63","0,344","0,6","0,573","0,178","yes","no","yes","no",2400,"552"
"1809","krakow","32",1,2,NA,"2,17","0,243","0,361","0,143","0,304","yes","no","no","yes",2000,"460"
"1810","krakow","46,6",2,6,2010,"3,52","0,234","0,209","0,117","0,123","no","yes","yes","no",2700,"621"
"1811","krakow","67",3,2,2014,"1,28","0,434","0,124","0,798","0,066","yes","yes","yes","no",5500,"1265"
"1812","krakow","50",2,3,2010,"1,11","0,13","0,305","0,338","0,04","no","no","yes","no",3200,"736"
"1813","krakow","40",2,7,1980,"5,39","0,064","2,113","0,318","0,125","yes","yes","yes","yes",1900,"437"
"1814","krakow","55",2,2,NA,"5,79","1,121","1,977","0,47","0,766","yes","yes","no","yes",2700,"621"
"1815","krakow","30",1,NA,2017,"0,95","0,087","0,538","0,593","0,39","no","yes","yes","no",2750,"632,5"
"1816","krakow","65",3,2,2022,"3,4","0,446","0,339","0,435","0,336","yes","yes","yes","no",5300,"1219"
"1817","krakow","47",2,3,NA,"5,31","0,268","1,113","0,155","0,125","no","no","no","no",2000,"460"
"1818","krakow","40",2,1,1910,"0,92","0,058","0,356","0,295","0,069","yes","yes","no","no",2500,"575"
"1819","krakow","54",3,5,2020,"2,23","0,451","0,316","0,139","0,413","yes","yes","yes","yes",4500,"1035"
"1820","krakow","45",2,2,2013,"1,64","0,258","0,23","0,254","0,27","yes","yes","yes","no",2600,"598"
"1821","krakow","86",4,4,2000,"4,29","0,911","0,378","0,111","0,245","yes","yes","no","no",4950,"1138,5"
"1822","krakow","63",3,8,2004,"5,15","0,683","0,309","0,247","0,29","no","yes","yes","yes",3500,"805"
"1823","krakow","67",3,1,NA,"3,65","0,398","0,209","0,161","0,312","no","yes","yes","yes",3800,"874"
"1824","krakow","45",2,3,2017,"3,52","0,252","0,227","0,134","0,119","yes","no","yes","no",2650,"609,5"
"1825","krakow","33",2,1,2015,"5,95","0,189","2,175","0,311","0,281","yes","yes","yes","no",2750,"632,5"
"1826","krakow","43",2,3,1972,"2,32","0,233","0,22","0,114","0,09","no","yes","no","yes",2200,"506"
"1827","krakow","45",2,2,2016,"7,86","0,527","1,397","0,404","0,424","no","no","no","no",2100,"483"
"1828","krakow","89,12",4,1,1930,"0,71","0,218","0,438","0,476","0,162","no","no","yes","no",5500,"1265"
"1829","krakow","47,9",3,3,1998,"5,2","0,143","0,785","0,064","0,254","yes","no","no","yes",2600,"598"
"1830","krakow","37",2,2,NA,"3,7","0,084","1,329","0,17","0,317","no","yes","yes","no",1800,"414"
"1831","krakow","38",2,2,1905,"0,55","0,316","0,556","0,413","0,101","yes","no","yes","no",2700,"621"
"1832","krakow","45",2,2,2022,"2,42","0,415","0,488","0,373","0,158","no","yes","yes","no",3700,"851"
"1833","krakow","44",2,3,NA,"3,98","0,264","0,905","0,301","0,143","no","yes","no","no",2600,"598"
"1834","krakow","38",2,2,NA,"7,19","0,159","0,637","0,177","0,33","no","no","no","yes",2300,"529"
"1835","krakow","52",2,2,NA,"7,13","0,317","1,112","0,257","0,162","no","yes","no","yes",2500,"575"
"1836","krakow","47,67",3,NA,NA,"6,66","0,075","0,507","0,065","0,227","no","no","no","yes",3200,"736"
"1837","krakow","36",2,2,2021,"8,45","1,491","3,476","1,192","1,518","yes","yes","yes","no",2500,"575"
"1838","krakow","66",3,4,2023,"0,76","0,023","0,237","0,634","0,196","yes","yes","yes","no",6200,"1426"
"1839","krakow","49",2,1,2016,"2,71","0,522","0,823","0,402","0,172","yes","yes","yes","no",3500,"805"
"1840","krakow","47",2,2,NA,"3,97","0,815","0,349","0,44","0,423","no","yes","no","yes",3000,"690"
"1841","krakow","45",2,3,2017,"6,01","0,369","0,861","0,187","0,26","yes","yes","yes","no",2650,"609,5"
